PlayerID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,College,PhotoUrl,Experience,InjuryStatus,FanDuelPlayerID,DraftKingsPlayerID,FanDuelName,DraftKingsName
20000492,Active,13,IND,8,G,SG,Justin,Holiday,78,180,4/5/1989 12:00:00 AM,Washington,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000492.png,7,,16604,395365,Justin Holiday,Justin Holiday
20000493,Inactive,,,14,F,SF,James,Michael McAdoo,81,230,1/4/1993 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000493.png,4,,15955,609569,James Michael McAdoo,James Michael McAdoo
20000494,Inactive,,,21,G,SG,Brandon,Rush,78,220,7/7/1985 12:00:00 AM,Kansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000494.png,9,,9549,303807,Brandon Rush,Brandon Rush
20000497,Active,15,MIL,34,F,PF,Giannis,Antetokounmpo,83,242,12/6/1994 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000497.png,7,,40199,739957,Giannis Antetokounmpo,Giannis Antetokounmpo
20000498,Inactive,,,,F,PF,Ersan,Ilyasova,81,235,5/15/1987 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000498.png,12,,9598,292396,Ersan Ilyasova,Ersan Ilyasova
20000499,Inactive,,,27,C,C,Zaza,Pachulia,83,270,2/10/1984 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000499.png,16,,9454,214168,Zaza Pachulia,Zaza Pachulia
20000500,Active,15,MIL,22,F,SF,Khris,Middleton,79,222,8/12/1991 12:00:00 AM,Texas A&amp;M,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000500.png,8,,16261,512053,Khris Middleton,Khris Middleton
20000501,Active,5,ORL,7,G,PG,Michael,Carter-Williams,77,190,10/10/1991 12:00:00 AM,Syracuse,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000501.png,7,Questionable,16201,609790,Michael Carter-Williams,Michael Carter-Williams
20000502,Inactive,,,,F,PF,John,Henson,81,219,12/28/1990 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000502.png,8,,15952,502871,John Henson,John Henson
20000504,Inactive,,,8,G,PG,Jerryd,Bayless,75,200,8/20/1988 12:00:00 AM,Arizona,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000504.png,11,,9810,395391,Jerryd Bayless,Jerryd Bayless
20000505,Active,27,LAL,10,F,SF,Jared,Dudley,78,237,7/10/1985 12:00:00 AM,Boston College,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000505.png,13,,9677,241712,Jared Dudley,Jared Dudley
20000506,Inactive,,,10,G,PG,Tyler,Ennis,75,194,8/24/1994 12:00:00 AM,Syracuse,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000506.png,4,,42689,786387,Tyler Ennis,Tyler Ennis
20000507,Inactive,,,0,G,PG,Jorge,Gutierrez,75,195,12/27/1988 12:00:00 AM,California,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000507.png,3,,15503,457350,Jorge Gutierrez,Jorge Gutierrez
20000508,Inactive,,,8,F,PF,Johnny,O'Bryant,81,257,6/1/1993 12:00:00 AM,LSU,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000508.png,4,,15792,603100,Johnny O'Bryant,Johnny O'Bryant III
20000509,Inactive,,,18,C,C,Miles,Plumlee,83,249,9/1/1988 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000509.png,7,,15591,467271,Miles Plumlee,Miles Plumlee
20000511,Active,30,SAC,33,F,PF,Jabari,Parker,80,245,3/15/1995 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000511.png,6,Questionable,42550,756880,Jabari Parker,Jabari Parker
20000512,Inactive,,,16,C,C,Pau,Gasol,85,250,7/6/1980 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000512.png,18,,9570,3494,Pau Gasol,Pau Gasol
20000514,Inactive,,,,C,C,Joakim,Noah,83,230,2/25/1985 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,13,,9483,263220,Joakim Noah,Joakim Noah
20000515,Active,4,MIA,22,G,SG,Jimmy,Butler,79,230,9/14/1989 12:00:00 AM,Marquette,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000515.png,9,,14528,458730,Jimmy Butler,Jimmy Butler
20000516,Active,14,DET,25,G,PG,Derrick,Rose,74,200,10/4/1988 12:00:00 AM,Memphis,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000516.png,11,Questionable,9475,399612,Derrick Rose,Derrick Rose
20000517,Inactive,,,,F,PF,Taj,Gibson,81,232,6/24/1985 12:00:00 AM,USC,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000517.png,11,,9481,330057,Taj Gibson,Taj Gibson
20000518,Inactive,,,30,G,PG,Aaron,Brooks,72,161,1/14/1985 12:00:00 AM,Oregon,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000518.png,10,,9534,229726,Aaron Brooks,Aaron Brooks
20000519,Active,3,ATL,19,G,SG,Tony,Snell,78,213,11/10/1991 12:00:00 AM,New Mexico,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000519.png,7,Out,17517,550991,Tony Snell,Tony Snell
20000520,Inactive,,,41,F,PF,Nikola,Mirotic,82,250,2/11/1991 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000520.png,5,,14522,599809,Nikola Mirotic,Nikola Mirotic
20000522,Active,13,IND,20,F,SF,Doug,McDermott,79,225,1/3/1992 12:00:00 AM,Creighton,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000522.png,6,Questionable,18256,554804,Doug McDermott,Doug McDermott
20000524,Active,29,PHO,55,G,SG,E'Twaun,Moore,75,191,2/25/1989 12:00:00 AM,Purdue,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000524.png,9,,14554,398424,E'Twaun Moore,E'Twaun Moore
20000526,Inactive,,,31,F,SF,Chandler,Parsons,81,230,10/25/1988 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000526.png,9,,14537,400599,Chandler Parsons,Chandler Parsons
20000527,Inactive,,,41,F,PF,Dirk,Nowitzki,84,245,6/19/1978 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000527.png,21,,9500,3234,Dirk Nowitzki,Dirk Nowitzki
20000528,Inactive,,,,C,C,Tyson,Chandler,84,235,10/2/1982 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000528.png,19,,9473,3493,Tyson Chandler,Tyson Chandler
20000530,Active,3,ATL,7,G,PG,Rajon,Rondo,73,180,2/22/1986 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000530.png,14,Out,9455,262882,Rajon Rondo,Rajon Rondo
20000531,Inactive,,,,G,PG,J.J.,Barea,70,180,6/26/1984 12:00:00 AM,Northeastern,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000531.png,14,,9495,173520,J.J. Barea,J.J. Barea
20000532,Active,5,ORL,2,F,PF,Al-Farouq,Aminu,80,220,9/21/1990 12:00:00 AM,Wake Forest,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000532.png,10,Out,12342,457688,Al-Farouq Aminu,Al-Farouq Aminu
20000534,Inactive,,,34,G,PG,Devin,Harris,75,185,2/27/1983 12:00:00 AM,Wisconsin,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000534.png,15,,9613,65820,Devin Harris,Devin Harris
20000535,Inactive,,,22,F,SF,Richard,Jefferson,79,233,6/21/1980 12:00:00 AM,Arizona,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000535.png,17,,9706,3504,Richard Jefferson,Richard Jefferson
20000537,Inactive,,,2,G,PG,Raymond,Felton,73,205,6/26/1984 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000537.png,14,,9465,174063,Raymond Felton,Raymond Felton
20000539,Active,25,DAL,7,F,PF,Dwight,Powell,82,240,7/20/1991 12:00:00 AM,Stanford,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000539.png,6,,16196,552309,Dwight Powell,Dwight Powell
20000541,Active,18,OKC,8,F,SF,Trevor,Ariza,80,215,6/30/1985 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000541.png,16,Out,9538,229738,Trevor Ariza,Trevor Ariza
20000542,Inactive,,,9,F,PF,Terrence,Jones,81,252,1/9/1992 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000542.png,6,,15757,553573,Terrence Jones,Terrence Jones
20000543,Active,7,PHI,39,C,C,Dwight,Howard,82,265,12/8/1985 12:00:00 AM,Southwest Atlanta Christian Academy,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000543.png,16,,9660,253975,Dwight Howard,Dwight Howard
20000544,Active,22,HOU,13,G,PG,James,Harden,77,220,8/26/1989 12:00:00 AM,Arizona State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000544.png,11,,9644,395388,James Harden,James Harden
20000545,Inactive,,,3,G,SG,Jason,Terry,74,185,9/15/1977 12:00:00 AM,Arizona,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000545.png,19,,9496,3315,Jason Terry,Jason Terry
20000547,Inactive,,,,F,SF,Corey,Brewer,81,186,3/5/1986 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000547.png,13,,9606,263217,Corey Brewer,Corey Brewer
20000549,Active,3,ATL,15,C,C,Clint,Capela,82,240,5/18/1994 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000549.png,6,,55059,830647,Clint Capela,Clint Capela
20000551,Inactive,,,24,G,SG,Nick,Johnson,75,200,12/22/1992 12:00:00 AM,Arizona,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000551.png,1,,15419,602418,Nick Johnson,Nick Johnson
20000552,Inactive,,,14,G,SG,K.J.,McDaniels,78,205,2/9/1993 12:00:00 AM,Clemson,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000552.png,3,,15532,604734,K.J. McDaniels,K.J. McDaniels
20000554,Active,28,LAC,21,G,PG,Patrick,Beverley,73,180,7/12/1988 12:00:00 AM,Arkansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000554.png,8,,12474,332691,Patrick Beverley,Patrick Beverley
20000555,Inactive,,,28,F,PF,Donatas,Motiejunas,84,220,9/20/1990 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000555.png,6,,14519,599805,Donatas Motiejunas,Donatas Motiejunas
20000556,Inactive,,,,G,SG,Evan,Turner,78,220,10/27/1988 12:00:00 AM,Ohio State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000556.png,10,,12359,398068,Evan Turner,Evan Turner
20000558,Inactive,,,,C,C,Tyler,Zeller,84,255,1/17/1990 12:00:00 AM,North Carolina,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000558.png,8,,15961,462461,Tyler Zeller,Tyler Zeller
20000559,Active,4,MIA,11,G,SG,Avery,Bradley,75,180,11/26/1990 12:00:00 AM,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000559.png,10,,12334,513607,Avery Bradley,Avery Bradley
20000560,Active,9,BOS,36,G,PG,Marcus,Smart,75,220,3/6/1994 12:00:00 AM,Oklahoma State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000560.png,6,,23670,697132,Marcus Smart,Marcus Smart
20000561,Inactive,,,4,G,PG,Isaiah,Thomas,69,,2/7/1989 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000561.png,9,,14559,457605,Isaiah Thomas,Isaiah Thomas
20000562,Active,29,PHO,99,F,PF,Jae,Crowder,78,235,7/6/1990 12:00:00 AM,Marquette,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000562.png,8,,15800,552381,Jae Crowder,Jae Crowder
20000563,Inactive,,,21,F,PF,Jonas,Jerebko,82,231,3/2/1987 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000563.png,9,,9962,503807,Jonas Jerebko,Jonas Jerebko
20000564,Active,4,MIA,9,C,C,Kelly,Olynyk,83,240,4/19/1991 12:00:00 AM,Gonzaga,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000564.png,7,,22541,514882,Kelly Olynyk,Kelly Olynyk
20000570,Inactive,,,,G,SG,James,Young,78,215,8/16/1995 12:00:00 AM,Kentucky,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000570.png,4,,42671,786406,James Young,James Young
20000571,Active,27,LAL,23,F,SF,LeBron,James,81,250,12/30/1984 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000571.png,17,Questionable,9488,214152,LeBron James,LeBron James
20000572,Active,12,CLE,0,F,PF,Kevin,Love,80,251,9/7/1988 12:00:00 AM,UCLA,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000572.png,12,Out,9874,395374,Kevin Love,Kevin Love
20000573,Inactive,,,21,C,C,Timofey,Mozgov,85,275,7/16/1986 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000573.png,8,,12424,552679,Timofey Mozgov,Timofey Mozgov
20000574,Active,8,BKN,11,G,PG,Kyrie,Irving,74,195,3/23/1992 12:00:00 AM,Duke,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000574.png,9,,14498,551768,Kyrie Irving,Kyrie Irving
20000575,Inactive,,,,G,SG,J.R.,Smith,78,225,9/9/1985 12:00:00 AM,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000575.png,16,,9506,253997,JR Smith,J.R. Smith
20000576,Inactive,,,10,G,SG,Iman,Shumpert,77,212,6/26/1990 12:00:00 AM,Georgia Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000576.png,9,,14515,457186,Iman Shumpert,Iman Shumpert
20000577,Active,9,BOS,13,C,C,Tristan,Thompson,81,254,3/13/1991 12:00:00 AM,Texas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000577.png,9,,14501,552806,Tristan Thompson,Tristan Thompson
20000579,Active,12,CLE,18,G,PG,Matthew,Dellavedova,75,200,9/8/1990 12:00:00 AM,Saint Mary's,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000579.png,7,Out,20064,531447,Matthew Dellavedova,Matthew Dellavedova
20000582,Inactive,,,3,G,SG,Mike,Miller,80,218,2/19/1980 12:00:00 AM,Florida,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000582.png,17,,9734,3385,Mike Miller,Mike Miller
20000583,Inactive,,,21,C,C,Kendrick,Perkins,82,270,11/10/1984 12:00:00 AM,&nbsp;,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000583.png,14,,9463,214162,Kendrick Perkins,Kendrick Perkins
20000584,Active,8,BKN,12,F,SF,Joe,Harris,78,220,9/6/1991 12:00:00 AM,Virginia,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000584.png,6,,16363,549969,Joe Harris,Joe Harris
20000586,Inactive,,,7,G,SG,Joe,Johnson,79,240,6/29/1981 12:00:00 AM,Arkansas,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000586.png,17,,9447,3501,Joe Johnson,Joe Johnson
20000587,Active,11,CHI,21,F,PF,Thaddeus,Young,80,235,6/21/1988 12:00:00 AM,Georgia Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000587.png,13,,9666,329683,Thaddeus Young,Thaddeus Young
20000588,Active,15,MIL,11,C,C,Brook,Lopez,84,282,4/1/1988 12:00:00 AM,Stanford,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000588.png,12,,9621,330047,Brook Lopez,Brook Lopez
20000590,Inactive,,,26,G,SG,Markel,Brown,75,190,1/29/1992 12:00:00 AM,Oklahoma State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000590.png,3,,16026,553184,Markel Brown,Markel Brown
20000591,Active,17,UTA,44,F,SF,Bojan,Bogdanovic,80,226,4/18/1989 12:00:00 AM,None,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000591.png,6,,14530,599812,Bojan Bogdanovic,Bojan Bogdanovic
20000592,Inactive,,,1,G,PG,Jarrett,Jack,75,200,10/28/1983 12:00:00 AM,Georgia Tech,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000592.png,13,,9713,178537,Jarrett Jack,Jarrett Jack
